type,message,len_type,len_message
0,japanese proverb if one can do it u too can do it if none can do it u must do it indian version if one can do it let him do it if none can do it leave it and finally kerala version if one can do it stop him doing it if none can do it make a strike against it,3,276
0,sounds like there could be a lot of time spent in that chastity device boy grins or take your beatings like a good dog going to lounge in a nice long bath now,3,171
0,its worse if if uses half way then stops its better for him to complete it,3,76
0,miserable they don t tell u that the side effects of birth control are massive gut wrenching cramps for the first months i didn t sleep at all last night,3,158
0,send me the new number,3,22
0,convey my regards to him,3,24
1,want the latest video handset anytime any network mins half price line rental reply or call for delivery tomorrow,4,132
0,and half years i missed your friendship,3,44
0,i cant pick the phone right now pls send a message,3,51
0,oh for fuck s sake she s in like tallahassee,3,44
0,haha that was the first person i was gonna ask,3,47
1,ou are guaranteed the latest nokia phone a gb ipod mp player or a prize txt word collect to no ibhltd ldnwh p mtmsgrcvd,4,146
0,taka lor wat time u wan come n look us,3,44
1,free polyphonic ringtone text super to to get your free poly tone of the week now sn pobox nr zs subscription pw,4,134
0,i m reaching in another stops,3,36
0,no i didn t mean to post it i wrote it and like so many other times i ve ritten stuff to you i let it sit there it was what i was feeling at the time i was angry before i left i hit send then stop it wasn t there i checked on my phone when i got to my car it wasn t there you said you didn t sleep you were bored so why wouldn t that be the time to clean fold laundry etc at least make the bed,3,415
1,warner village c colin farrell in swat this wkend warner village get free med popcorn just show msg ticket kiosk valid c t c kiosk reply sony mre film offers,4,181
0,will you come online today night,3,32
0,then anything special,3,22
0,i m in solihull do you want anything,3,40
0,will do have a good day,3,24
0,we regret to inform u that the nhs has made a mistake u were never actually born please report yor local hospital b terminated we r sorry the inconvenience,3,160
0,love that holiday monday feeling even if i have to go to the dentists in an hour,3,80
0,i am on the way to tirupur,3,27
1,goal arsenal henry v liverpool henry scores with a simple shot from yards from a pass by bergkamp to give arsenal a goal margin after mins,4,155
0,you ve already got a flaky parent it snot supposed to be the child s job to support the parent not until they re the ride age anyway i m supposed to be there to support you and now i ve hurt you unintentional but hurt nonetheless,3,237
0,we took hooch for a walk toaday and i fell over splat grazed my knees and everything should have stayed at home see you tomorrow,3,134
0,just dropped em off omw back now,3,33
1,this is the nd time we have tried contact u u have won the pound prize claim is easy call now only p per min bt national rate,4,153
0,sitting in mu waiting for everyone to get out of my suite so i can take a shower,3,80
0,re your call you didn t see my facebook huh,3,45
0,g says you never answer your texts confirm deny,3,48
0,its so common hearin how r u wat r u doing how was ur day so let me ask u something different did u smile today if not do it now gud evng,3,148
0,hi dear call me its urgnt i don t know whats your problem you don t want to work or if you have any other problem at least tell me wating for your reply,3,156
0,oh yah we never cancel leh haha,3,38
0,we can go e normal pilates after our intro,3,49
0,ok let u noe when i leave my house,3,38
0,oh yes why is it like torture watching england,3,48
0,wanna do some art d,3,22
0,just hopeing that wasn t too pissed up to remember and has gone off to his sisters or something,3,98
1,got what it takes take part in the wrc rally in oz u can with lucozade energy text rally le to p see packs or lucozade co uk wrc itcould be u,4,159
1,hi the sexychat girls are waiting for you to text them text now for a great night chatting send stop to stop this service,4,124
0,good morning my boytoy how s those yummy lips where s my sexy buns now what do you do do you think of me do you crave me do you need me,3,149
0,match started india lt gt for,3,37
0,once free call me sir,3,22
0,hey do you want anything to buy,3,33
0,hey babe how s it going did you ever figure out where your going for new years,3,83
0,k k congratulation,3,24
0,g wants to know where the fuck you are,3,38
0,no it was cancelled yeah baby well that sounds important so i understand my darlin give me a ring later on this fone love kate x,3,129
0,tomarrow i want to got to court at lt decimal gt so you come to bus stand at,3,85
0,go home liao ask dad to pick me up at,3,46
0,omg you can make a wedding chapel in frontierville why do they get all the good stuff,3,87
0,i m eatin now lor but goin back to work soon e mountain deer show huh i watch b liao very nice,3,106
0,check mail i have mailed varma and kept copy to you regarding membership take care insha allah,3,95
0,wrong phone this phone i answer this one but assume the other is people i don t well,3,86
0,anyway i don t think i can secure anything up here lemme know if you want me to drive down south and chill,3,107
0,i m already back home so no probably not,3,40
1,great news call freefone to claim your guaranteed cash or gift speak to a live operator now,4,120
1,hi this is amy we will be sending you a free phone number in a couple of days which will give you an access to all the adult parties,4,137
0,i am in bus on the way to calicut,3,33
0,hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored and james has been farting at me all night,3,146
0,hi baby im sat on the bloody bus at the mo and i wont be home until about wanna do somethin later call me later ortxt back jess xx,3,136
1,welcome to select an o service with added benefits you can now call our specially trained advisors free from your mobile by dialling,4,140
0,i lost pounds since my doc visit last week woot woot now i m gonna celebrate by stuffing my face,3,100
0,u coming back dinner rite dad ask me so i re confirm wif u,3,64
0,doing my masters when will you buy a bb cos i have for sale and how s bf,3,73
0,ahhhh just woken up had a bad dream about u tho so i dont like u right now i didnt know anything about comedy night but i guess im up for it,3,146
0,i m vivek i got call from your number,3,39
0,why didn t u call on your lunch,3,32
0,what i mean was i left too early to check cos i m working a,3,65
0,i want lt gt rs da do you have it,3,41
0,a bit of ur smile is my hppnss a drop of ur tear is my sorrow a part of ur heart is my life a heart like mine wil care for u forevr as my goodfriend,3,152
0,yup ok,3,9
0,i want to see your pretty pussy,3,34
1,dear voucher holder have your next meal on us use the following link on your pc enjoy a dining experiencehttp www vouchme com etlp dining asp,4,153
0,a few people are at the game i m at the mall with iouri and kaila,3,66
1,urgent we are trying to contact u todays draw shows that you have won a prize guaranteed call from land line claim valid hrs only,4,160
1,you can donate to unicef s asian tsunami disaster support fund by texting donate to will be added to your next bill,4,137
0,future is not what we planned for tomorrow it is the result of what we do today do the best in present enjoy the future,3,133
0,i will cme i want to go to hos morow after that i wil cme this what i got from her dear what to do she didnt say any time,3,125
0,we are supposed to meet to discuss abt our trip thought xuhui told you in the afternoon thought we can go for lesson after that,3,132
0,hey come online use msn we are all there,3,44
0,i m fine hope you are good do take care,3,42
0,oops i was in the shower when u called hey a parking garage collapsed at university hospital see i m not crazy stuff like that does happen,3,142
0,aiyo u so poor thing then u dun wan eat u bathe already,3,62
0,yar i tot u knew dis would happen long ago already,3,54
0,you are gorgeous keep those pix cumming thank you,3,54
0,a boy was late home his father power of frndship,3,56
0,jade its paul y didn t u txt me do u remember me from barmed i want talk u txt me,3,90
0,spending new years with my brother and his family lets plan to meet next week are you ready to be spoiled,3,111
0,so what u doing today,3,22
0,i said its okay sorry,3,22
0,slept i thinkthis time lt gt pm is not dangerous,3,57
0,networking job is there,3,24
1,goldviking m is inviting you to be his friend reply yes or no see him www sms ac u goldviking stop send stop frnd to,4,138
0,dont let studying stress you out lr,3,38
0,that s y u haf keep me busy,3,32
0,no rushing i m not working i m in school so if we rush we go hungry,3,70
0,which channel,3,25
0,so your telling me i coulda been your real valentine and i wasn t u never pick me for nothing,3,96
1,phony award todays voda numbers ending xxxx are selected to receive a award if you have a match please call quoting claim code standard rates app,4,177
0,we made it eta at taunton is as planned hope that s still okday good to see you xx,3,97
0,i m hungry buy smth home,3,27
0,hey kate,3,9
0,my drive can only be read i need to write,3,42
0,just looked it up and addie goes back monday sucks to be her,3,61
0,happy new year hope you are having a good semester,3,51
0,esplanade lor where else,3,28
0,can you talk with me,3,22
0,hmph go head big baller,3,26
0,well its not like you actually called someone a punto that woulda been worse,3,78
0,nope since ayo travelled he has forgotten his guy,3,51
0,you still around looking to pick up later,3,42
1,cds u congratulations ur awarded of cd gift vouchers or gift guaranteed freeentry wkly draw xt music to tncs www ldew comwinppmxage,4,169
0,there s someone here that has a year lt gt toyota camry like mr olayiwola s own mileage is lt gt k its clean but i need to know how much will it sell for if i can raise the dough for it how soon after landing will it sell holla back,3,247
0,guess which pub im in im as happy as a pig in clover or whatever the saying is,3,81
0,ill b down soon,3,15
0,oh k i will come tomorrow,3,28
0,go fool dont cheat others ok,3,28
0,my mobile number pls sms ur mail id convey regards to achan amma rakhesh qatar,3,78
0,by the way rencontre is to meet again mountains dont,3,60
1,you have won a guaranteed cash or a prize to claim yr prize call our customer service representative on between am pm cost p,4,156
0,u attend ur driving lesson how many times a wk n which day,3,59
0,uncle g just checking up on you do have a rewarding month,3,59
0,hello boytoy geeee i m missing you today i like to send you a tm and remind you i m thinking of you and you are loved loving kiss,3,146
0,i think the other two still need to get cash but we can def be ready by,3,73
0,hey gals u all wanna meet dinner at n te,3,47
1,dear xxxxxxx u ve been invited to xchat this is our final attempt to contact u txt chat to p msgrcvdhg suite lands row wjhl ldn yrs,4,154
0,babe what are you doing where are you who are you talking to do you think of me are you being a good boy are you missing me do you love me,3,152
0,great how is the office today,3,31
0,it s cool we can last a little while getting more any time soon,3,66
0,sad puppy noise,3,19
0,yes its possible but dint try pls dont tell to any one k,3,57
0,anyway holla at me whenever you re around because i need an excuse to go creep on people in sarasota,3,100
0,where you what happen,3,22
0,i was gonna ask you lol but i think its at,3,44
1,ur cash balance is currently pounds to maximize ur cash in now send go to only p meg cc hg suite lands row wjhl,4,146
1,private your account statement for shows un redeemed s i m points call identifier code xx expires,4,133
0,go chase after her and run her over while she s crossing the street,3,67
1,i d like to tell you my deepest darkest fantasies call me just p min to stop texts call nat rate,4,126
0,is there coming friday is leave for pongal do you get any news from your work place,3,84
0,hey very inconvenient for your sis a not huh,3,48
0,ok i vl do u know i got adsense approved,3,43
0,was really good to see you the other day dudette been missing you,3,69
0,i want to go to perumbavoor,3,27
0,how many times i told in the stage all use to laugh you not listen aha,3,72
1,you won t believe it but it s true it s incredible txts reply g now to learn truly amazing things that will blow your mind from ofwd only p txt,4,149
0,you didn t hear it from me,3,28
0,thanks for being there for me just to talk to on saturday you are very dear to me i cherish having you as a brother and role model,3,133
0,pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala,3,98
1,natalie f is inviting you to be her friend reply yes or no see her www sms ac u nataliek stop send stop frnd to,4,135
0,she ran off with a younger man we will make pretty babies together,3,70
1,jamster to get your free wallpaper text heart to now t c apply only need help call,4,109
0,o ic lol should play doors sometime yo,3,41
0,dunno my dad said he coming home bring us out lunch yup i go w u lor i call u when i reach school lor,3,111
0,we have sent jd for customer service cum accounts executive to ur mail id for details contact us,3,97
0,desires u going to doctor liver and get a bit stylish get ur hair managed thats it,3,89
0,hmmm still we dont have opener,3,31
0,yeah so basically any time next week you can get away from your mom amp get up before,3,89
0,edison has rightly said a fool can ask more questions than a wise man can answer now you know why all of us are speechless during viva gm,3,143
0,i will vote for wherever my heart guides me,3,43
0,with my sis lor we juz watched italian job,3,46
0,tick tick tick where are you i could die of loneliness you know pouts stomps feet i need you,3,111
0,lmao you know me so well,3,27
1,double mins double txt price linerental on latest orange bluetooth mobiles call mobileupd for the very latest offers or calloptout lf,4,159
0,am on a train back from northampton so i m afraid not i m staying skyving off today ho ho will be around wednesday though do you fancy the comedy club this week by the way,3,175
0,goodnight da thangam i really miss u dear,3,42
0,hey next sun there s a basic yoga course at bugis we can go for that pilates intro next sat tell me what time you r free,3,138
0,geeeee your internet is really bad today eh,3,50
1,free video camera phones with half price line rental for mths and cross ntwk mins txts call mobileupd or calloptout,4,145
0,i think i am disturbing her da,3,30
0,sorry i ll call you later i am in meeting sir,3,49
0,havent stuck at orchard in my dad s car going dinner now u leh so r they free tonight,3,91
0,ok i also wan watch e pm show,3,36
0,i dunno lei like dun haf,3,30
0,but your brother transfered only lt gt lt gt pa,3,63
0,i calls you later afternoon onwords mtnl service get problem in south mumbai i can hear you but you cann t listen me,3,119
1,uk break accommodationvouchers terms conditions apply claim you mustprovide your claim number which is,4,132
0,talk to g and x about that,3,26
0,hai dear friends this is my new amp present number by rajitha raj ranju,3,82
1,p alfie moon s children in need song on ur mob tell ur ms txt tone charity to for nokias or poly charity for polys zed profit charity,4,160
0,as in different styles,3,23
1,win a shopping spree every week starting now play text store to skilgme tscs winawk age perweeksub,4,137
0,gud ni dear slp well take care swt dreams muah,3,53
0,i want to sent lt gt mesages today thats y sorry if i hurts,3,66
1,this is the nd attempt to contract u you have won this weeks top prize of either cash or prize just call,4,132
0,well i m glad you didn t find it totally disagreeable lol,3,62
0,guy no flash me now if you go call me call me how madam take care oh,3,74
1,do you want a new nokia i colour phone deliveredtomorrow with free minutes to any mobile free texts free camcorder reply or call,4,158
0,mark works tomorrow he gets out at his work is by your house so he can meet u afterwards,3,93
0,keep ur problems in ur heart,3,29
0,yeah give me a call if you ve got a minute,3,43
0,hi babe uawake feellikw shit justfound out via aletter thatmum gotmarried thnov behind ourbacks fuckinnice selfish,3,119
0,amazing if you rearrange these letters it gives the same meaning dormitory dirty room astronomer moon starer the eyes they see election results lies lets recount mother in law woman hitler eleven plus two twelve plus one its amazing,3,256
0,aiya we discuss later lar pick up at is it,3,51
0,hey happy birthday,3,21
0,sorry i missed your call can you please call back,3,51
0,omg if its not one thing its another my cat has worms when does this bad day end,3,85
0,good morning im suffering from fever and dysentry will not be able to come to office today,3,94
0,i wont do anything de,3,22
0,what type of stuff do you sing,3,31
0,st andre virgil s cream,3,24
0,no no i will check all rooms befor activities,3,46
0,my fri ah okie lor goin my drivin den go shoppin after tt,3,65
0,gokila is talking with you aha,3,32
0,hi shanil rakhesh here thanks i have exchanged the uncut diamond stuff leaving back excellent service by dino and prem,3,120
0,k k this month kotees birthday know,3,36
0,but i m really really broke oh no amount is too small even lt gt,3,71
0,sorry about that this is my mates phone and i didnt write it love kate,3,70
1,themob hit the link to get a premium pink panther game the new no from sugababes a crazy zebra animation or a badass hoody wallpaper all free,4,149
0,ah well that confuses things doesnt it i thought was friends with now maybe i did the wrong thing but i already sort of invited tho he may not come cos of money,3,166
0,aight call me once you re close,3,32
0,nope thats fine i might have a nap tho,3,41
1,this msg is for your mobile content order it has been resent as previous attempt failed due to network error queries to customersqueries netvision uk com,4,153
0,in other news after hassling me to get him weed for a week andres has no money haughaighgtujhyguj,3,98
0,a boy loved a gal he propsd bt she didnt mind he gv lv lttrs bt her frnds threw thm again d boy decided aproach d gal dt time a truck was speeding towards d gal wn it was about hit d girl d boy ran like hell n saved her she asked hw cn u run so fast d boy replied boost is d secret of my energy n instantly d girl shouted our energy n thy lived happily gthr drinking boost evrydy moral of d story i hv free msgs d gud ni,3,450
0,i wnt to buy a bmw car urgently its vry urgent but hv a shortage of lt gt lacs there is no source to arng dis amt lt gt lacs thats my prob,3,150
0,ding me on ya break fassyole blacko from londn,3,47
0,i really need kiss u i miss u my baby from ur baby eva,3,57
0,the sign of maturity is not when we start saying big things but actually it is when we start understanding small things have a nice evening bslvyl,3,154
0,oh you got many responsibilities,3,33
1,you have new message please call,4,47
0,i ve reached sch already,3,27
1,december only had your mobile mths you are entitled to update to the latest colour camera mobile for free call the mobile update vco free on,4,159
0,u definitely need a module from e humanities dis sem izzit u wan take other modules st,3,91
0,argh why the fuck is nobody in town,3,39
1,get lions england tone reply lionm mono or lionp poly more go www ringtones co uk the original n best tones gbp network operator rates apply,4,156
0,thanks fills me with complete calm and reassurance,3,53
0,aslamalaikkum insha allah tohar beeen muht albi mufti mahfuuz meaning same here,3,88
0,are you driving or training,3,28
0,lol for real she told my dad i have cancer,3,43
1,private your account statement for,4,44
0,oops i did have it lt gt,3,32
0,not enufcredeit tocall shall ileave uni at get a bus to yor house,3,73
0,hi chikku send some nice msgs,3,30
0,he is impossible to argue with and he always treats me like his sub like he never released me which he did and i will remind him of that if necessary,3,154
0,after my work ah den plus lor u workin oso rite den go orchard lor no other place to go liao,3,107
0,to the wonderful okors have a great month we cherish you guys and wish you well each day mojibiola,3,101
0,cuz ibored and don wanna study,3,31
0,wot about on wed nite i am then but only til,3,49
0,rose for red red for blood blood for heart heart for u but u for me send tis to all ur friends including me if u like me if u get back u r poor in relation u need some to support u r frnd many some luvs u some is praying god to marry u try it,3,281
0,any way where are you and what doing,3,37
0,that sucks i ll go over so u can do my hair you ll do it free right,3,70
0,it s still not working and this time i also tried adding zeros that was the savings the checking is lt gt,3,114
0,hmm dunno leh mayb a bag goigng out dat is not too small or jus anything except perfume smth dat i can keep,3,116
0,sday only joined so training we started today,3,47
0,sorry was at the grocers,3,27
0,there are some nice pubs near here or there is frankie n bennys near the warner cinema,3,87
1,you ve won your costa del sol holiday or await collection call now toclaim sae tc s pobox stockport skxh cost pm maxmins,4,164
0,yup i havent been there before you want to go for the yoga i can call up to book,3,88
0,oh shut it omg yesterday i had a dream that i had kids both boys i was so pissed not only about the kids but them being boys i even told mark in my dream that he was changing diapers cause i m not getting owed in the face,3,228
0,yeah i imagine he would be really gentle unlike the other docs who treat their patients like turkeys,3,102
1,free for st week no nokia tone ur mobile every week just txt nokia to get txting and tell ur mates www getzed co uk pobox wwq normp tone,4,162
0,now that you have started dont stop just pray for more good ideas and anything i see that can help you guys i ll forward you a link,3,133
0,hi darlin im on helens fone im gonna b up the princes nite please come up tb love kate,3,88
0,i m in office now da where are you,3,36
0,aiyar u so poor thing i give u my support k jia you i ll think of u,3,77
0,oh unintentionally not bad timing great fingers the trains play along will give fifteen min warning,3,104
1,get your garden ready for summer with a free selection of summer bulbs and seeds worth only with the scotsman this saturday to stop go notxt co uk,4,156
0,k then come wenever u lik to come and also tel vikky to come by getting free time,3,87
0,pls call me da what happen,3,28
0,happy new year to u and ur family may this new year bring happiness stability and tranquility to ur vibrant colourful life,3,130
0,no problem with the renewal i ll do it right away but i dont know his details,3,79
0,idk i m sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i m a failure in everything nobody wants me and now i feel like i m failing you,3,184
0,haven t left yet so probably gonna be here til dinner,3,53
0,like lt gt same question,3,31
0,my new years eve was ok i went to a party with my boyfriend who is this si then hey,3,85
0,sir i need velusamy sir s date of birth and company bank facilities details,3,77
0,k k sms chat with me,3,23
0,i will come with karnan car please wait till pm will directly goto doctor,3,76
0,no but the bluray player can,3,28
0,ok then r we meeting later,3,30
0,lol no i just need to cash in my nitros hurry come on before i crash out,3,75
0,just send a text we ll skype later,3,36
0,ok leave no need to ask,3,23
1,congrats mobile g videophones r yours call now videochat wid ur mates play java games dload polyph music noline rentl bx ip we p,4,160
0,still got lessons in sch,3,33
0,y she dun believe leh i tot i told her it s true already i thk she muz c us tog then she believe,3,99
0,oh did you charge camera,3,24
0,i ve got some salt you can rub it in my open wounds if you like,3,67
0,now i m going for lunch,3,24
0,i m in school now n i ll be in da lab doing some stuff give me a call when r done,3,85
0,oh k i will come tomorrow,3,28
0,aight text me tonight and we ll see what s up,3,46
0,u,3,4
0,water logging in desert geoenvironmental implications,3,55
0,raji pls do me a favour pls convey my birthday wishes to nimya pls today is her birthday,3,93
0,company is very good environment is terrific and food is really nice,3,70
0,very strange and are watching the nd one now but i m in bed sweet dreams miss u,3,86
1,sms auction a brand new nokia is up auction today auction is free join take part txt nokia to now,4,119
0,hi hope u r both ok he said he would text and he hasn t have u seen him let me down gently please,3,101
0,babe i fucking love you too you know fuck it was so good to hear your voice i so need that i crave it i can t get enough i adore you ahmad kisses,3,157
0,k sure am in my relatives home sms me de pls,3,49
0,i sent them do you like,3,25
0,fuuuuck i need to stop sleepin sup,3,35
0,i m in town now so i ll jus take mrt down later,3,48
0,i just cooked a rather nice salmon a la you,3,43
0,i uploaded mine to facebook,3,27
0,what time u wrkin,3,18
0,okie,3,4
1,ree entry in a weekly comp for a chance to win an ipod txt pod to to get entry std txt rate t c s apply for details,4,142
1,our records indicate u maybe entitled to pounds in compensation for the accident you had to claim free reply with claim to this msg stop txt stop,4,156
0,sorry i ll call later,3,22
0,oh oh den muz change plan liao go back have to yan jiu again,3,69
0,it s wylie you in tampa or sarasota,3,37
0,ok take ur time n enjoy ur dinner,3,39
0,darren was saying dat if u meeting da ge den we dun meet dinner cos later u leave xy will feel awkward den u meet him lunch lor,3,134
1,spook up your mob with a halloween collection of a logo pic message plus a free eerie tone txt card spook to zed p per logo pic,4,150
0,i like cheap but i m happy to splash out on the wine if it makes you feel better,3,85
0,she s fine i have had difficulties with her phone it works with mine can you pls send her another friend request,3,116
0,ugh my leg hurts musta overdid it on mon,3,42
1,call germany for only pence per minute call from a fixed line via access number no prepayment direct access www telediscount co uk,4,151
1,you ve won your costa del sol holiday or await collection call now toclaim sae tc s pobox stockport skxh cost pm maxmins,4,164
0,wot student discount can u get on books,3,40
0,me fine absolutly fine,3,23
0,how come she can get it should b quite diff to guess rite,3,61
1,had your mobile mths update for free to oranges latest colour camera mobiles unlimited weekend calls call mobile upd on freefone or stoptxt,4,160
0,i will reach ur home in lt gt minutes,3,43
0,babe i m answering you can t you see me maybe you d better reboot ym i got the photo it s great,3,109
0,hi what you think about match,3,30
0,i know you are thinkin malaria but relax children cant handle malaria she would have been worse and its gastroenteritis if she takes enough to replace her loss her temp will reduce and if you give her malaria meds now she will just vomit its a self limiting illness she has which means in a few days it will completely stop,3,329
0,dai i downloaded but there is only exe file which i can only run that exe after installing,3,91
0,it is only yesterday true true,3,31
0,k k how is your business now,3,29
0,pa but not selected,3,22
1,natalja f is inviting you to be her friend reply yes or no see her www sms ac u nat stop send stop frnd to,4,136
0,i keep ten rs in my shelf buy two egg,3,40
0,i am late i will be there at,3,29
0,well thats nice too bad i cant eat it,3,38
0,i accidentally brought em home in the box,3,41
0,pls she needs to dat slowly or she will vomit more,3,51
0,i have to take exam with in march,3,35
0,jane babes not goin wrk feel ill after lst nite foned in already cover me chuck,3,89
0,nights we nt staying at port step liao too ex,3,51
0,if i die i want u to have all my stuffs,3,40
0,oh fuck juswoke up in a bed on a boatin the docks slept wid year old spinout giv u da gossip lr xxx,3,112
0,smile in pleasure smile in pain smile when trouble pours like rain smile when sum hurts u smile becoz someone still loves to see u smiling,3,141
0,prabha i m soryda realy frm heart i m sory,3,45
0,i re met alex nichols from middle school and it turns out he s dealing,3,71
1,private your account statement for fone no shows un redeemed s i m points call identifier code expires,4,146
0,it means u could not keep ur words,3,35
0,nope i m still in the market,3,29
0,i realise you are a busy guy and i m trying not to be a bother i have to get some exams outta the way and then try the cars do have a gr day,3,143
1,you are chosen to receive a award pls call claim number to collect your award which you are selected to receive as a valued mobile customer,4,159
0,hey what how about your project started aha da,3,48
0,ok cool see ya then,3,21
0,am on the uworld site am i buying the qbank only or am i buying it with the self assessment also,3,98
0,your opinion about me over jada kusruthi lovable silent spl character not matured stylish simple pls reply,3,136
1,someonone you know is trying to contact you via our dating service to find out who it could be call from your mobile or landline boxskch,4,155
0,yeah i can still give you a ride,3,32
0,jay wants to work out first how s sound,3,43
0,gud gud k chikku tke care sleep well gud nyt,3,48
0,its a part of checking iq,3,25
0,hmm thinking lor,3,19
0,of course don t tease me you know i simply must see grins do keep me posted my prey loving smile devouring kiss,3,133
0,thanks for the temales it was wonderful thank have a great week,3,66
0,thank you princess i want to see your nice juicy booty,3,58
0,haven t eaten all day i m sitting here staring at this juicy pizza and i can t eat it these meds are ruining my life,3,119
0,gud ni dear slp well take care swt dreams muah,3,53
0,u come n search tat vid not finishd,3,38
0,k i m leaving soon be there a little after,3,45
1,urgent please call from a landline cash or a holiday await collection t cs sae po box mxy,4,127
0,yeah work is fine started last week all the same stuff as before dull but easy and guys are fun,3,99
0,you do your studies alone without anyones help if you cant no need to study,3,77
0,please tell me not all of my car keys are in your purse,3,55
0,i didnt get anything da,3,23
0,ok sweet dreams,3,21
0,well she s in for a big surprise,3,33
0,as usual iam fine happy amp doing well,3,46
0,in cbe in chennai,3,23
0,can help u swoop by picking u up from wherever ur other birds r meeting if u want,3,82
0,if anyone calls for a treadmill say you ll buy it make sure its working i found an ad on craigslist selling for lt gt,3,127
0,i absolutely love south park i only recently started watching the office,3,74
0,did you see that film,3,23
0,pls speak with me i wont ask anything other then you friendship,3,65
0,storming msg wen u lift d phne u say hello do u knw wt is d real meaning of hello it s d name of a girl yes and u knw who is dat girl margaret hello she is d girlfrnd f grahmbell who invnted telphone moral one can get d name of a person,3,278
0,gud ni swt drms take care,3,26
0,hi darlin its kate are u up for doin somethin tonight im going to a pub called the swan or something with my parents for one drink so phone me if u can,3,152
0,anything lar then not going home dinner,3,45
0,er,3,3
1,if you don t your prize will go to another customer t c at www t c biz p min polo ltd suite london wj hl please call back if busy,4,145
0,did u fix the teeth if not do it asap ok take care,3,51
0,so u wan come for our dinner tonight a not,3,45
0,hello how u doing what u been up when will u b moving out of the flat cos i will need to arrange to pick up the lamp etc take care hello caroline,3,152
0,its too late but its k wish you the same,3,42
0,hi hope ur day good back from walk table booked for half eight let me know when ur coming over,3,101
0,oh yeah clearly it s my fault,3,29
0,dunno leh cant remember mayb lor so wat time r we meeting tmr,3,63
0,best msg it s hard to be with a person when u know that one more step foward will make u fall in love amp one step back can ruin ur friendship good night,3,168
1,urgent your mobile number has been awarded with a prize guaranteed call from land line claim valid hrs only ppm,4,144
0,helloooo wake up sweet morning welcomes you enjoy this day with full of joy gud mrng,3,125
0,vikky come around lt time gt,3,35
0,and how you will do that princess,3,38
0,i have gone into get info bt dont know what to do,3,49
0,yeah probably here for a while,3,31
0,sent me ur email id soon,3,24
1,urgent you have won a week free membership in our prize jackpot txt the word claim to no t c www dbuk net lccltd pobox ldnwarw,4,156
0,i m still pretty weak today bad day,3,40
0,hey don t forget you are mine for me my possession my property mmm childish smile,3,113
0,an excellent thought by a misundrstud frnd i knw u hate me bt the day wen u ll knw the truth u ll hate urself gn,3,119
0,hey congrats u id luv but ive had go home,3,50
0,dear where you call me,3,23
0,xy trying smth now u eat already we havent,3,47
1,urgent please call from landline cash or a luxury canary islands holiday await collection t cs sae po box mxy ppm,4,155
0,i donno its in your genes or something,3,38
1,xmas iscoming ur awarded either cd gift vouchers free entry r weekly draw txt music to tnc www ldew comwinppmxagesubscription,4,157
0,alex says he s not ok with you not being ok with it,3,51
0,are u coming to the funeral home,3,32
0,my darling sister how are you doing when s school resuming is there a minimum wait period before you reapply do take care,3,125
0,i ll hand her my phone to chat wit u,3,36
0,well good morning mr hows london treatin ya treacle,3,55
0,i can t make it tonight,3,23
0,at what time should i come tomorrow,3,35
0,about lt gt bucks the banks fees are fixed better to call the bank and find out,3,87
0,i can but it will tell quite long cos i haven t finish my film yet,3,71
0,pls ask macho how much is budget for bb bold is cos i saw a new one for lt gt dollars,3,94
0,hi missed your call and my mumhas beendropping red wine all over theplace what is your adress,3,99
0,ill be at yours in about mins but look out for me,3,51
0,what you did in leave,3,23
0,i m coming back on thursday yay is it gonna be ok to get the money cheers oh yeah and how are you everything alright hows school or do you call it work now,3,162
0,jolly good by the way will give u tickets for sat eve speak before then x,3,82
0,yeah that s what i was thinking,3,32
0,k k i m going to tirunelvali this week to see my uncle i already spend the amount by taking dress so only i want money i will give it on feb,3,146
0,here got ur favorite oyster n got my favorite sashimi ok lar i dun say already wait ur stomach start rumbling,3,121
0,my sister going to earn more than me da,3,40
1,get the official england poly ringtone or colour flag on yer mobile for tonights game text tone or flag to optout txt eng stop box wwx,4,157
0,hahaha use your brain dear,3,27
0,jus finish watching tv u,3,28
0,k fyi i m back in my parents place in south tampa so i might need to do the deal somewhere else,3,97
0,good morning my love i go to sleep now and wish you a great day full of feeling better and opportunity you are my last thought babe i love you kiss,3,159
0,kothi print out marandratha,3,28
0,but we havent got da topic yet rite,3,36
0,ok no problem yup i m going to sch at if i rem correctly,3,64
0,thanks i ll keep that in mind,3,30
0,aah bless how s your arm,3,26
0,dear sir salam alaikkum pride and pleasure meeting you today at the tea shop we are pleased to send you our contact number at qatar rakhesh an indian pls save our number respectful regards,3,189
0,gal n boy walking in d park gal can i hold ur hand boy y do u think i would run away gal no jst wana c how it feels walking in heaven with an prince gn,3,160
0,what makes you most happy,3,26
0,wishing you a wonderful week,3,29
0,sweet heart how are you,3,24
0,sir waiting for your letter,3,29
0,dude im no longer a pisces im an aquarius now,3,47
0,x course it yrs just so her messages on messenger lik you r sending me,3,72
0,i think steyn surely get one wicket,3,37
0,neither in sterm voice i m studying all fine with me not sure the thing will be resolved tho anyway have a fab hols,3,125
0,garbage bags eggs jam bread hannaford wheat chex,3,52
